,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,Pandan,14.0453,124.1694,77.56,84,99,16.22,PH,1612293177
358,Saurimo,-9.6608,20.3916,68.27,91,100,3.47,AO,1612293178
359,Laguna,38.421,-121.4238,54.0,94,90,5.75,US,1612293179
360,Inawashiro,37.5667,140.1167,30.0,88,17,2.86,JP,1612293156
361,Petropavlovsk-Kamchatskiy,53.0452,158.6483,14.0,92,90,11.18,RU,1612293182
362,Muravlenko,63.7898,74.523,8.69,95,88,13.73,RU,1612293183
363,Klaksvík,62.2266,-6.589,35.6,75,9,13.8,FO,1612293184
364,Ayan,56.45,138.1667,-26.59,70,100,12.93,RU,1612293185
365,Chapais,49.7834,-74.8492,26.6,59,1,9.22,CA,1612293186
366,Marapanim,-0.7175,-47.6997,86.63,59,100,9.42,BR,1612293187
367,Kiryat Gat,31.61,34.7642,66.0,46,67,1.99,IL,1612292941
368,Oistins,13.0667,-59.5333,82.4,57,40,21.85,BB,1612293189
369,Bengkulu,-3.8004,102.2655,75.69,89,100,5.26,ID,1612293191
370,Kokopo,-4.352,152.2633,77.92,88,100,12.62,PG,1612293192
371,Menongue,-14.6585,17.691,67.44,76,100,2.35,AO,1612293193
372,Constantine,36.365,6.6147,49.05,82,7,1.32,DZ,1612293194
373,Rantepao,-2.9701,119.8978,67.06,87,100,2.75,ID,1612293195
374,Lata,40.1629,-8.3327,57.99,96,100,11.99,PT,1612293196
375,Suzhou,31.3114,120.6181,41.0,95,35,7.96,CN,1612293181
376,Solotvyn,48.7021,24.4221,28.4,93,56,4.47,UA,1612293198
377,Wawa,9.9022,4.4192,84.79,18,0,2.93,NG,1612293199
378,Bambanglipuro,-7.95,110.2833,78.4,85,89,5.61,ID,1612293200
379,Voh,-20.9667,164.7,71.49,91,100,10.27,NC,1612293202
380,Hambantota,6.1241,81.1185,77.0,100,0,6.91,LK,1612293203
381,Brigantine,39.4101,-74.3646,36.0,86,90,17.27,US,1612293204
382,Ciudad Bolivar,8.1222,-63.5497,92.91,31,80,8.68,VE,1612293205
383,Gīdolē,5.65,37.3667,65.26,28,84,4.14,ET,1612293206
384,Nishifukuma,33.7667,130.4667,41.0,56,75,10.36,JP,1612292987
385,Opuwo,-18.0607,13.84,75.81,37,75,8.59,NA,1612293208
386,Ilulissat,69.2167,-51.1,-2.2,71,75,20.71,GL,1612293209
387,San Juan de los Morros,9.9115,-67.3538,91.4,52,40,7.23,VE,1612293210
388,Margate,51.3813,1.3862,52.0,81,0,4.0,GB,1612293212
389,Vila Velha,-20.3297,-40.2925,86.0,62,20,14.97,BR,1612293141
390,Butiama,-1.7667,33.9667,65.75,71,100,3.38,TZ,1612293214
391,Ust-Maya,60.4167,134.5333,-40.61,80,100,0.22,RU,1612293215
392,Markala,13.7021,-6.0659,77.04,14,0,6.62,ML,1612293216
393,Progreso,21.2833,-89.6667,75.2,41,75,9.22,MX,1612293217
394,Sørland,67.667,12.6934,32.0,59,40,8.05,NO,1612293218
395,Nebolchi,59.1239,33.3454,21.0,96,100,5.75,RU,1612293219
396,Arica,-18.475,-70.3042,77.0,57,0,16.11,CL,1612293220
397,Stromness,58.965,-3.296,35.6,80,20,13.8,GB,1612293222
398,Orobó,-7.745,-35.6022,86.0,51,75,20.71,BR,1612293223
399,Ayna,-12.65,-73.9167,71.6,43,40,6.91,PE,1612293224
400,Aksay,47.26,39.87,46.99,93,40,8.95,RU,1612293225
401,Kīhei,20.785,-156.4656,75.2,69,20,2.04,US,1612293226
402,Salalah,17.0151,54.0924,71.6,60,0,2.3,OM,1612293227
403,Anloga,5.7947,0.8973,86.0,79,20,11.5,GH,1612293228
404,Kerman,30.2832,57.0788,41.0,24,0,4.61,IR,1612293005
405,Kayerkan,69.3497,87.7602,-8.9,87,100,4.83,RU,1612293230
406,Fukuechō,32.6881,128.8419,42.89,70,100,20.24,JP,1612293231
407,Yangambi,0.8102,24.4336,78.31,57,93,1.3,CD,1612293233
408,Batticaloa,7.7102,81.6924,78.04,82,100,13.98,LK,1612293234
409,Sabang,5.8933,95.3214,81.37,79,6,17.05,ID,1612293235
410,Elko,41.0002,-115.5012,50.0,40,1,13.8,US,1612293236
411,Sos'va,59.1766,61.8558,11.64,96,1,4.54,RU,1612293237
412,Novikovo,51.1537,37.8879,27.86,98,100,6.82,RU,1612293238
413,Maniitsoq,65.4167,-52.9,-1.44,79,0,7.43,GL,1612293239
414,Kyaka,-1.2522,31.4203,64.02,77,51,3.22,TZ,1612293240
415,Maceió,-9.6658,-35.7353,84.2,65,40,5.75,BR,1612293241
416,Kangaatsiaq,68.3065,-53.4641,1.45,93,100,7.25,GL,1612293243
417,Kyra,49.5776,111.9753,-18.56,78,0,4.9,RU,1612293244
418,Hasaki,35.7333,140.8333,30.2,80,20,1.14,JP,1612293226
419,Amuntai,-2.4177,115.2494,75.51,95,99,1.1,ID,1612293246
420,Mount Isa,-20.7333,139.5,78.8,78,86,2.3,AU,1612293247
421,Mingoyo,-10.1,39.6333,74.34,91,100,1.28,TZ,1612293248
422,Yauya,-8.9833,-77.3,63.82,42,33,6.8,PE,1612293249
423,Fort Myers Beach,26.452,-81.9481,59.0,47,1,19.57,US,1612293250
424,Sola,-13.8833,167.55,78.8,100,90,9.22,VU,1612293251
425,Chapada dos Guimarães,-15.4606,-55.7497,95.0,46,75,6.91,BR,1612293252
426,Tomatlán,19.9333,-105.25,87.71,46,100,8.41,MX,1612293253
427,Poum,-20.2333,164.0167,76.95,82,100,25.1,NC,1612293255
428,Mezen',65.8522,44.24,17.67,97,100,7.81,RU,1612293256
429,Kayes,14.0,-11.0,85.68,12,25,1.9,ML,1612293257
430,Byron Bay,-28.65,153.6167,68.0,94,90,5.75,AU,1612293258
431,Asunción Nochixtlán,17.4667,-97.2333,62.71,38,0,7.18,MX,1612293259
432,Ancud,-41.8697,-73.8203,69.8,56,0,9.22,CL,1612293260
433,Tūkrah,32.5341,20.5791,58.55,67,70,10.22,LY,1612293261
434,Paphos,34.7667,32.4167,55.4,71,0,8.05,CY,1612293263
435,Mogok,22.9167,96.5,53.19,53,0,1.7,MM,1612293264
436,Tadine,-21.55,167.8833,78.78,87,100,39.37,NC,1612293265
437,Balad,34.0164,44.1453,57.24,46,59,8.9,IQ,1612293266
438,Tongling,30.95,117.7833,43.38,83,46,2.44,CN,1612293267
439,Sungai Raya,0.7,108.9,76.8,88,77,10.78,ID,1612293085
440,Severo-Yeniseyskiy,60.3725,93.0408,-7.08,90,100,3.91,RU,1612293269
441,Puerto Colombia,10.9878,-74.9547,84.2,70,0,11.5,CO,1612293270
442,Sobolevo,54.4299,31.8996,15.39,95,100,10.8,RU,1612293271
443,Maura,60.25,11.0167,19.0,93,75,9.22,NO,1612293273
444,Banda Aceh,5.5577,95.3222,77.97,83,51,10.0,ID,1612293274
445,San Jerónimo,-11.9472,-75.2829,62.04,49,57,5.59,PE,1612293275
446,Ambon City,-3.6954,128.1814,78.8,83,40,3.44,ID,1612293250
447,Palmas Bellas,9.2319,-80.0867,87.01,64,3,4.0,PA,1612293277
448,Krasnyy Kholm,58.0607,37.1203,15.73,96,100,6.24,RU,1612293278
449,Bonavista,48.6499,-53.1147,28.0,86,87,2.3,CA,1612293279
450,Ilām,26.9167,87.9167,50.23,64,0,4.45,NP,1612293280
451,Sur,22.5667,59.5289,65.95,74,0,0.83,OM,1612293281
452,Goderich,43.7501,-81.7165,28.4,74,91,19.57,CA,1612293283
453,Muros,42.7762,-9.0603,57.99,91,100,10.0,ES,1612293284
454,Cabatuan,10.8794,122.486,74.39,90,95,12.08,PH,1612293285
455,Manokwari,-0.8667,134.0833,78.17,79,94,5.55,ID,1612293286
456,Malanje,-9.5402,16.341,66.65,94,100,4.16,AO,1612293287
457,‘Ewa Beach,21.3156,-158.0072,71.6,88,75,9.91,US,1612293288
458,Takaungu,-3.6837,39.8566,80.6,78,75,6.91,KE,1612293289
459,Thunder Bay,48.4001,-89.3168,28.99,59,20,5.75,CA,1612293248
460,Lebu,-37.6167,-73.65,63.03,65,61,16.04,CL,1612293009
461,Ukiah,39.1502,-123.2078,53.6,71,90,4.61,US,1612293292
462,Lagos,6.5833,3.75,81.3,76,0,7.47,NG,1612293098
463,Berdigestyakh,62.0989,126.6992,-41.08,78,100,7.76,RU,1612293240
464,Porto Santo,33.072,-16.3415,62.6,77,75,6.91,PT,1612293296
465,Caucayá,-0.1934,-74.7819,92.68,44,99,4.5,CO,1612293297
466,Ribeira Brava,32.65,-17.0667,61.0,87,85,3.0,PT,1612293298
467,Pathein,16.7833,94.7333,63.93,67,0,7.02,MM,1612293299
468,Svetlaya,46.5389,138.3297,-14.24,80,0,8.3,RU,1612293301
469,Santo Antônio do Tauá,-1.1519,-48.1294,89.6,58,75,10.36,BR,1612293303
470,Barugo,11.3242,124.7383,75.52,86,97,4.12,PH,1612293304
471,Port Moresby,-9.4431,147.1797,75.2,100,75,9.22,PG,1612293305
472,Kanniyākumāri,8.0833,77.5667,78.55,69,0,22.91,IN,1612293306
473,Newport,51.5877,-2.9984,50.0,96,100,5.01,GB,1612293308
474,Makhachkala,42.9764,47.5024,41.0,93,75,2.24,RU,1612293309
475,South Gate,33.9547,-118.212,70.0,42,1,2.48,US,1612293158
476,Xanxerê,-26.8769,-52.4042,78.8,69,75,11.5,BR,1612293311
477,Arandis,-22.4167,14.9667,68.0,86,0,7.09,NA,1612293312
478,La Plaine,15.3333,-61.25,82.4,57,40,4.61,DM,1612293313
479,Qui Nhon,13.7667,109.2333,70.47,89,41,9.42,VN,1612293314
480,Machalí,-34.1833,-70.6667,77.0,41,40,5.44,CL,1612293181
481,Yar-Sale,66.8333,70.8333,4.14,94,100,7.63,RU,1612293317
482,Padang,-0.9492,100.3543,77.0,94,40,5.59,ID,1612293318
483,Rawson,-43.3002,-65.1023,80.91,25,0,12.5,AR,1612293319
484,Samaná,19.2056,-69.3369,86.0,70,40,6.91,DO,1612293320
485,Lodeynoye Pole,60.726,33.5531,16.45,97,100,3.33,RU,1612293321
486,Mitsamiouli,-11.3847,43.2844,83.26,71,51,2.39,KM,1612293322
487,El Jícaro,14.9167,-89.9,78.8,44,20,20.71,GT,1612293323
488,Plum,40.5004,-79.7495,30.99,40,100,4.0,US,1612293325
489,Beloha,-25.1667,45.05,78.22,86,22,11.68,MG,1612293326
490,Samarkand,39.6542,66.9597,46.4,71,34,9.22,UZ,1612293327
491,Iki-Burul,45.8208,44.6472,37.4,100,9,11.18,RU,1612293328
492,Atikokan,48.7555,-91.6216,24.21,97,74,4.47,CA,1612293329
493,Novomyrhorod,48.7811,31.642,29.86,99,100,4.09,UA,1612293330
494,Alofi,-19.0595,-169.9187,77.0,100,100,4.61,NU,1612293331
495,Usinsk,65.9939,57.5281,12.04,96,100,16.06,RU,1612293333
496,Pasni,25.2631,63.471,69.21,72,0,10.4,PK,1612293334
497,Boguchar,49.9358,40.545,38.28,98,99,3.83,RU,1612293335
498,Ribas do Rio Pardo,-20.4431,-53.7592,88.93,53,100,2.44,BR,1612293336
499,Kununurra,-15.7667,128.7333,77.0,100,90,8.05,AU,1612293337
500,Departamento de Maldonado,-34.6667,-54.9167,77.0,78,40,11.5,UY,1612293146
501,Umba,66.6871,34.3429,11.14,94,96,6.02,RU,1612293339
502,Chardara,41.2547,67.9692,43.93,78,0,10.25,KZ,1612293341
503,Loandjili,-4.7561,11.8578,79.09,84,99,7.56,CG,1612293342
504,San Sebastián de los Reyes,40.5443,-3.6159,53.6,82,90,8.05,ES,1612293342
505,Kintampo,8.0563,-1.7306,84.18,18,0,1.23,GH,1612293344
506,Anadyr,64.75,177.4833,14.0,79,75,6.71,RU,1612293345
507,Daryāpur,20.9333,77.3333,63.28,28,11,5.3,IN,1612293346
508,Susanville,40.4163,-120.653,44.6,61,20,14.97,US,1612293209
509,Acapetahua,15.2833,-92.7,89.6,48,1,6.91,MX,1612293349
510,Abhā,18.2164,42.5053,62.6,72,0,1.81,SA,1612293340
511,Tsimmerbude,54.675,20.1347,30.2,86,90,11.18,RU,1612293351
512,Havøysund,70.9963,24.6622,28.4,64,75,28.77,NO,1612293352
513,Kangaba,11.9333,-8.4167,83.39,13,0,3.91,ML,1612293074
514,Itarema,-2.9248,-39.9167,84.69,61,0,17.0,BR,1612293354
515,Shimoda,34.6667,138.95,35.01,63,0,1.99,JP,1612293355
516,Fasa,28.9383,53.6482,41.0,36,0,6.91,IR,1612293356
517,St Austell,50.3383,-4.7658,50.0,81,75,23.02,GB,1612293358
518,Nachingwea,-10.3833,38.7667,72.66,89,100,2.66,TZ,1612293359
519,St-Jean-Port-Joli,47.2171,-70.2658,28.4,80,100,23.02,CA,1612293360
520,Kasongo-Lunda,-6.4667,16.8167,73.6,82,99,1.28,CD,1612293361
521,La Plata,-34.9215,-57.9545,77.0,69,29,1.01,AR,1612293362
522,Fairview,40.8126,-73.999,33.8,80,90,6.91,US,1612293304
523,Weligama,5.9667,80.4167,74.61,87,100,7.56,LK,1612293364
524,Bījār,35.8668,47.6051,33.01,84,0,2.98,IR,1612293365
525,Cockburn Town,21.4612,-71.1419,78.8,73,40,13.8,TC,1612293367
526,Tessalit,20.1986,1.0114,71.92,19,0,8.97,ML,1612293368
527,Saint George,37.1041,-113.5841,60.8,41,75,6.91,US,1612293369
528,Pa Sang,18.5262,98.9394,71.01,77,0,1.14,TH,1612293370
529,Keti Bandar,24.1447,67.4497,68.79,81,0,8.37,PK,1612293371
530,Murupara,-38.4667,176.7,55.08,75,1,1.41,NZ,1612293372
531,Ixtapa,20.7,-105.2,75.2,78,75,9.22,MX,1612293251
532,Kieta,-6.2167,155.6333,80.44,81,72,10.38,PG,1612293374
533,Puerto Ayacucho,5.6639,-67.6236,93.96,43,66,2.06,VE,1612293375
534,San Matías,-16.3667,-58.4,94.41,47,100,3.85,BO,1612293377
535,North Bend,43.4065,-124.2243,51.8,71,20,10.36,US,1612293378
536,Shafranovo,53.9667,54.7667,26.26,99,100,6.67,RU,1612293379
537,Aden,12.7794,45.0367,75.47,72,0,8.55,YE,1612293202
538,Les Cayes,18.2,-73.75,81.77,63,6,8.48,HT,1612293381
539,Zhanakorgan,43.9098,67.2495,33.62,84,0,2.39,KZ,1612293382
540,Jalu,29.0331,21.5482,59.32,42,19,6.89,LY,1612293383
541,Qalyub,30.1792,31.2056,69.8,30,50,8.05,EG,1612293384
542,Farafangana,-22.8167,47.8333,79.45,84,16,8.52,MG,1612293386
543,Balgazyn,51.0,95.2,-3.62,85,0,1.83,RU,1612293387
544,Cheyenne,41.14,-104.8203,57.2,23,1,17.27,US,1612293388
545,Gamboma,-1.8764,15.8644,79.11,72,100,4.14,CG,1612293389
546,Salé,34.0389,-6.8166,61.0,94,100,5.75,MA,1612293390
547,Ludvika,60.1496,15.1878,23.0,93,90,9.22,SE,1612293391
548,Haines Junction,60.7522,-137.5108,-20.2,76,100,2.08,CA,1612293392
549,Lüleburgaz,41.4039,27.3592,48.2,93,75,5.75,TR,1612293181
550,Coahuayana Viejo,18.7333,-103.6833,80.6,54,40,7.47,MX,1612293394
551,Moyale,3.5167,39.0584,75.99,32,72,15.97,KE,1612293396
552,Oxford,51.7522,-1.256,50.0,87,75,10.36,GB,1612293397
553,Sechura,-5.5569,-80.8222,82.49,53,1,13.38,PE,1612293398
554,Emba,48.8264,58.1442,30.87,98,100,11.72,KZ,1612293399
555,Kudahuvadhoo,2.6708,72.8944,81.93,75,100,13.29,MV,1612293400
556,Ossora,59.2353,163.0719,1.89,92,100,2.46,RU,1612293401
557,Mawlaik,23.6333,94.4167,58.64,61,0,1.52,MM,1612293402
558,Kuçovë,40.8003,19.9167,52.65,73,39,4.41,AL,1612293403
559,Boda,4.3189,17.4695,81.23,40,82,1.39,CF,1612293404
560,Mokhsogollokh,61.4681,128.9203,-38.63,80,100,8.05,RU,1612293406
561,Pedersore,63.65,22.6833,5.0,85,90,5.75,FI,1612293407
562,Oranjemund,-28.55,16.4333,66.25,83,0,5.46,NA,1612293408
563,Melilla,35.2937,-2.9383,59.0,82,0,2.3,ES,1612293409
564,Manta,-0.95,-80.7333,82.4,74,75,6.91,EC,1612293410
565,Kattivākkam,13.2167,80.3167,78.8,69,40,11.5,IN,1612293411
566,Novobiryusinskiy,56.9578,97.7076,-7.49,90,100,3.49,RU,1612293412
567,Bahía Honda,22.9036,-83.1592,68.43,59,25,13.69,CU,1612293413
568,Cabinda,-5.55,12.2,79.0,82,100,7.65,AO,1612293414
569,Buchanan,5.8808,-10.0467,78.8,94,75,7.36,LR,1612293416
570,Moose Factory,51.2585,-80.6094,8.6,92,90,5.75,CA,1612293417
571,Mutsu,41.2894,141.2169,21.2,68,75,9.22,JP,1612293418
572,Qasigiannguit,68.8193,-51.1922,-2.2,71,75,20.71,GL,1612293419
573,Camacha,33.0833,-16.3333,62.6,72,40,11.5,PT,1612293420
574,Bonthe,7.5264,-12.505,81.64,73,0,10.07,SL,1612293421
575,Mehamn,71.0357,27.8492,24.8,86,90,14.97,NO,1612293423
576,Española,35.9911,-106.0806,52.0,39,40,3.44,US,1612293306
577,Mexico,15.0646,120.7198,71.6,83,40,4.61,PH,1612293260
578,Moengo,5.6167,-54.4,78.48,91,90,6.78,SR,1612293426
